UnixTime,Latitude,Longitude,SSID_1,RSSI(dBm)_1,Obstacle_1,latitude_1,longitude_1,SSID_2,RSSI(dBm)_2,Obstacle_2,latitude_2,longitude_2,SSID_3,RSSI(dBm)_3,Obstacle_3,latitude_3,longitude_3
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:10+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:11+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:12+00:00,35.15862155,136.9244656,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969
2022-07-20 10:53:13+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:13+00:00,35.15862155,136.9244656,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773,2,-62,0,35.1586384,136.924374
2022-07-20 10:53:13+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,1,-66,0,35.1586129,136.9246969,3,-63,0,35.1589788,136.9244773
2022-07-20 10:53:13+00:00,35.15862155,136.9244656,2,-62,0,35.1586384,136.924374,3,-63,0,35.1589788,136.9244773,1,-66,0,35.1586129,136.9246969
